input_text,simplified_phrase
"Simplify this emergency instruction into concise, actionable phrases: Quickly leave your belongings behind and evacuate the building immediately and stay calm.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Please move to higher ground immediately to avoid the floodwaters and stay calm.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: move away from the windows and find a secure room.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to stay away from electrical outlets and avoid using wired devices to ensure your safety.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you lock the doors, turn off the lights, and remain silent and stay calm.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to drop to the floor, take cover under a sturdy table, and hold on without panicking.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you secure all loose objects and stay away from glass panels to ensure your safety.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Attention: drop to the floor, take cover under a sturdy table, and hold on.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Warning: crawl under the smoke to reach the nearest safe exit before the situation worsens.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Close the door behind you to slow the spread of fire.",Close Door. Slow Fire.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: take the left exit door and go down the stairs slowly without panicking.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately find a safe place to hide and stay quiet until help arrives as soon as possible.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you apply direct pressure to the wound and elevate the injured area carefully.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Warning: drop to the floor, take cover under a sturdy table, and hold on and stay calm.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Action required: move to higher ground immediately to avoid the floodwaters and stay calm.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: After the shaking ends, evacuate using the stairs.",Shaking Stops. Exit. Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Call emergency medical services immediately and begin CPR if the victim is unresponsive if it is safe to do so.",Call Emergency. CPR.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: do not drink the tap water, use bottled water instead right now.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you use the fire extinguisher on the base of the flames and help others if you can.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you take the left exit door and go down the stairs slowly and stay calm.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Attention: stay away from electrical outlets and avoid using wired devices and stay calm.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to do not use the elevators, use the emergency fire stairs before the situation worsens.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Attention: move away from the windows and find a secure room as instructed.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to do not use the elevators, use the emergency fire stairs to ensure your safety.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you check for breathing and begin cpr if necessary before the situation worsens.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately drop to the floor, take cover under a sturdy table, and hold on to ensure your safety.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, secure all loose objects and stay away from glass panels and help others if you can.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: You must secure all loose objects and stay away from glass panels as instructed.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please call an ambulance and wait outside for them to arrive before the situation worsens.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please activate the fire alarm on your way out of the corridor as soon as possible.",Activate Alarm. Exit Corridor.
